cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256
0001839439,"PAYCOR HCM, INC.",technology,0001839439-25-000020,2025-02-07 00:00:00+00:00,PYCR,xbrl_symbol_recovered,pycr-20241231.htm,ce9340752f3af2c52422f4fc577290a353231ccc1b01c1aef8e7ad94618f404d
0001841804,"INSTRUCTURE HOLDINGS, INC.",technology,0000950170-24-124075,2024-11-09 00:00:00+00:00,INST,xbrl_symbol_recovered,inst-20240930.htm,6aa977707437f0197d97a58ba7ca9e78eb22d4702c1b69f310887abede23a64b
0001842718,INTEGRAL AD SCIENCE HOLDING CORP.,technology,0001842718-25-000109,2025-11-05 00:00:00+00:00,IAS,xbrl_symbol_recovered,ias-20250930.htm,00d3403b670d6e5d50104d325f899682676f6378bcbfa54a9b7daf4ae8649903
0001845022,"COUCHBASE, INC.",technology,0001845022-25-000091,2025-09-05 00:00:00+00:00,BASE,xbrl_symbol_recovered,base-20250731.htm,abb5471f87627016da997894594b3519318ae4907d22d056a3438b1479c54760
0001856430,SNAP ONE HOLDINGS CORP.,technology,0001856430-24-000025,2024-05-09 00:00:00+00:00,SNPO,xbrl_symbol_recovered,snpo-20240329.htm,bb8c68fc981661f34258b6c708482d33939de6ca65c4c87ae3ba4707e094b40d
0001858257,"AVIDXCHANGE HOLDINGS, INC.",technology,0000950170-25-104402,2025-08-08 00:00:00+00:00,AVDX,xbrl_symbol_recovered,avdx-20250630.htm,b22c323cfabbb6c530e9bd95cf467cbbe2c008146a52d283e120f9fa825d2537
0001863105,"ENGAGESMART, INC.",technology,0000950170-23-057763,2023-11-03 00:00:00+00:00,ESMT,xbrl_symbol_recovered,esmt-20230930.htm,e25a3618f7e0595f4c56e08e552c5652801252d19743ed6298fecd6409dd932b
0001866368,"CLEARWATER ANALYTICS HOLDINGS, INC.",technology,0001866368-26-000011,2026-02-19 00:00:00+00:00,CWAN,xbrl_symbol_recovered,cwan-20251231.htm,8f856bcdb81586d21c11aced66a02f04991fe7d1152f1ef5c00390ebef24eda0
0001866550,"THOUGHTWORKS HOLDING, INC.",technology,0001866550-24-000060,2024-11-13 00:00:00+00:00,TWKS,xbrl_symbol_recovered,twks-20240930.htm,b487ebaff6e42748539bf38bc52dad09222de20c36274987b619fd1b7d4e511c
0001868778,INFORMATICA INC.,technology,0001868778-25-000028,2025-11-07 00:00:00+00:00,INFA,xbrl_symbol_recovered,infa-20250930.htm,aa35373f280bf3015514b59cc586ff895d6e7050e62cf4e457afd2e66ea46837
0001868912,"ENFUSION, INC.",technology,0001558370-25-002043,2025-03-04 00:00:00+00:00,ENFN,xbrl_symbol_recovered,enfn-20241231x10k.htm,2a4e69c7f8bae88ef3e86d2a10e97e5a9acf0c153c189d1172b1be989c42afc9
0001889956,"ONESTREAM, INC.",technology,0001193125-26-076771,2026-02-27 00:00:00+00:00,OS,xbrl_symbol_recovered,ck0001889956-20251231.htm,954ab490e0c572a20b6c6a814b2529375498fc488816a95abbdc2ce2136ea4bd
0001897982,"ASPEN TECHNOLOGY, INC.",technology,0001897982-25-000010,2025-02-05 00:00:00+00:00,AZPN,xbrl_symbol_recovered,azpn-20241231.htm,dd95f1f511c92c2a47e37c21c460da200b67772202adfd93bf331ad60b5019b0
